ticker,ex_dividend_date,payment_date,amount
SLF,2014-05-26,2014-06-30,$0.36
SLF,2014-02-26,2014-03-31,$0.36
SLF,2013-11-25,2013-12-31,$0.36
SLF,2013-08-26,2013-09-30,$0.36
SLF,2013-05-27,2013-06-28,$0.36
SLF,2013-02-25,2013-03-28,$0.36
SLF,2012-11-26,2012-12-31,$0.36
SLF,2012-08-27,2012-09-28,$0.36
SLF,2012-05-28,2012-06-29,$0.36
SLF,2012-03-05,2012-03-30,$0.36
SLF,2011-11-21,2011-12-30,$0.36
SLF,2011-08-22,2011-09-30,$0.36
SLF,2011-05-20,2011-06-30,$0.36
SLF,2011-02-28,2011-03-31,$0.36
SLF,2010-11-22,2010-12-31,$0.36
SLF,2010-08-23,2010-09-30,$0.36
SLF,2010-05-21,2010-06-30,$0.36
SLF,2010-02-22,2010-03-31,$0.36
SLF,2009-11-23,2009-12-31,$0.36
SLF,2009-08-24,2009-09-30,$0.36
SLF,2009-05-25,2009-06-30,$0.36
SLF,2009-02-23,2009-04-01,$0.36
SLF,2008-11-17,2009-01-02,$0.36
SLF,2008-08-18,2008-10-01,$0.36
SLF,2008-05-16,2008-07-02,$0.36
SLF,2008-02-25,2008-04-01,$0.36
SLF,2007-11-19,2007-12-31,$0.34
SLF,2007-08-20,2007-09-28,$0.34
SLF,2007-05-18,2007-06-29,$0.32
SLF,2007-02-19,2007-03-30,$0.32
SLF,2006-11-20,2006-12-29,$0.30
SLF,2006-08-21,2006-09-29,$0.30
SLF,2006-05-19,2006-06-30,$0.275
SLF,2006-02-20,2006-03-30,$0.275
SLF,2005-11-21,2005-12-30,$0.255
SLF,2005-08-22,2005-09-30,$0.255
SLF,2005-05-20,2005-06-30,$0.24
SLF,2005-02-21,2005-03-30,$0.24
SLF,2004-11-22,2004-12-30,$0.22
SLF,2004-08-23,2004-09-30,$0.22
SLF,2004-05-21,2004-06-30,$0.21
SLF,2004-02-23,2004-03-30,$0.21
SLF,2003-11-17,2003-12-30,$0.17
SLF,2003-08-25,2003-10-30,$0.17
SLF,2002-11-15,2002-12-30,$0.14
SLF,2001-11-08,2001-12-31,$0.12
FNV,2023-12-07,2023-12-22,$0.34**
FNV,2023-09-14,2023-09-29,$0.34**
FNV,2023-06-14,2023-06-29,$0.34
FNV,2023-03-15,2023-03-30,$0.34
FNV,2022-12-07,2022-12-22,$0.32
FNV,2022-09-14,2022-09-29,$0.32
FNV,2022-06-15,2022-06-30,$0.32
FNV,2022-03-16,2022-03-31,$0.32
FNV,2021-12-08,2021-12-23,$0.30
FNV,2021-09-15,2021-09-30,$0.30
FNV,2021-06-09,2021-06-24,$0.30
FNV,2021-03-10,2021-03-25,$0.26
FNV,2020-12-02,2020-12-17,$0.26
FNV,2020-09-09,2020-09-24,$0.26
FNV,2020-06-10,2020-06-25,$0.26
FNV,2020-03-11,2020-03-26,$0.25
FNV,2019-12-04,2019-12-19,$0.25
FNV,2019-09-11,2019-09-26,$0.25
FNV,2019-06-12,2019-06-27,$0.25
FNV,2019-03-13,2019-03-28,$0.24
FNV,2018-12-05,2018-12-20,$0.24
FNV,2018-09-13,2018-09-27,$0.24
FNV,2018-06-13,2018-06-28,$0.24
FNV,2018-03-14,2018-03-29,$0.23
FNV,2017-12-06,2017-12-21,$0.23
FNV,2017-09-13,2017-09-28,$0.23
FNV,2017-06-13,2017-06-29,$0.23
FNV,2017-03-14,2017-03-30,$0.22
FNV,2016-12-06,2016-12-22,$0.22
FNV,2016-09-13,2016-09-29,$0.22
FNV,2016-06-14,2016-06-30,$0.22
FNV,2016-03-15,2016-03-31,$0.21
FNV,2015-12-01,2015-12-17,$0.21
FNV,2015-09-08,2015-09-24,$0.21
FNV,2015-06-09,2015-06-25,$0.21
FNV,2015-03-10,2015-03-26,$0.20
FNV,2014-12-02,2014-12-18,$0.20
FNV,2014-09-09,2014-09-25,$0.20
FNV,2014-06-10,2014-06-26,$0.20
FNV,2014-03-11,2014-03-27,$0.06
FNV,2014-02-11,2014-02-27,$0.06
FNV,2014-01-14,2014-01-30,$0.06
FNV,2013-12-03,2013-12-19,$0.06
FNV,2013-11-12,2013-11-28,$0.06
FNV,2013-10-15,2013-10-31,$0.06
FNV,2013-09-10,2013-09-26,$0.06
FNV,2013-08-13,2013-08-29,$0.06
FNV,2013-07-09,2013-07-25,$0.06
FNV,2013-06-11,2013-06-27,$0.06
FNV,2013-05-14,2013-05-30,$0.06
FNV,2013-04-09,2013-04-25,$0.06
FNV,2013-03-12,2013-03-28,$0.06
FNV,2013-02-12,2013-02-28,$0.06
FNV,2013-01-15,2013-01-31,$0.06
FNV,2012-12-04,2012-12-20,$0.05
FNV,2012-11-13,2012-11-29,$0.05
FNV,2012-10-09,2012-10-25,$0.05
FNV,2012-09-11,2012-09-27,$0.05
FNV,2012-08-14,2012-08-30,$0.05
FNV,2012-07-10,2012-07-26,$0.05
FNV,2012-06-13,2012-06-29,$0.04
FNV,2012-05-15,2012-05-31,$0.04
FNV,2012-04-10,2012-04-26,$0.04
FNV,2012-03-13,2012-03-29,$0.04
FNV,2012-02-07,2012-02-23,$0.04
FNV,2012-01-10,2012-01-26,$0.04
FNV,2011-12-06,2011-12-22,$0.04
FNV,2011-11-08,2011-11-24,$0.04
FNV,2011-10-11,2011-10-27,$0.04
FNV,2011-09-13,2011-09-29,$0.04
FNV,2011-08-09,2011-08-25,$0.04
FNV,2011-07-12,2011-07-28,$0.04
FNV,2011-06-14,2011-06-30,$0.025
FNV,2011-05-10,2011-05-26,$0.025
FNV,2011-04-12,2011-04-28,$0.025
FNV,2011-03-15,2011-03-31,$0.025
FNV,2011-02-08,2011-02-24,$0.025
FNV,2011-01-11,2011-01-27,$0.025
FNV,2010-12-01,2010-12-17,$0.025
FNV,2010-11-08,2010-11-24,$0.025
FNV,2010-10-12,2010-10-28,$0.025
FNV,2010-09-14,2010-09-29,$0.025
FNV,2010-08-10,2010-08-26,$0.025
FNV,2010-07-13,2010-07-29,$0.025
FNV,2010-06-14,2010-06-30,$0.15
FNV,2009-12-02,2009-12-18,$0.14
FNV,2009-06-12,2009-06-30,$0.14
FNV,2008-12-03,2008-12-19,$0.12
FNV,2008-06-05,2008-06-23,$0.12
FNV,2008-06-05,2008-06-23,$0.12
IFC,2023-12-14,2023-12-30,$1.10**
IFC,2023-09-14,2023-09-30,$1.10**
IFC,2023-06-14,2023-06-30,$1.10
IFC,2023-03-14,2023-03-31,$1.10
IFC,2022-12-14,2022-12-30,$1.00
IFC,2022-09-14,2022-09-30,$1.00
IFC,2022-06-14,2022-06-30,$1.00
IFC,2022-03-14,2022-03-31,$1.00
IFC,2021-12-14,2021-12-31,$0.91
IFC,2021-09-14,2021-09-30,$0.83
IFC,2021-06-14,2021-06-30,$0.83
IFC,2021-03-12,2021-03-31,$0.83
IFC,2020-12-14,2020-12-31,$0.83
IFC,2020-09-14,2020-09-30,$0.83
IFC,2020-06-12,2020-06-30,$0.83
IFC,2020-03-13,2020-03-31,$0.83
IFC,2019-12-13,2019-12-31,$0.76
IFC,2019-09-13,2019-09-30,$0.76
IFC,2019-06-13,2019-06-28,$0.76
IFC,2019-03-14,2019-03-29,$0.76
IFC,2018-12-13,2018-12-31,$0.70
IFC,2018-09-13,2018-09-28,$0.70
IFC,2018-06-14,2018-06-29,$0.70
IFC,2018-03-14,2018-03-29,$0.70
IFC,2017-12-14,2017-12-29,$0.64
IFC,2017-09-14,2017-09-29,$0.64
IFC,2017-06-13,2017-06-30,$0.64
IFC,2017-03-13,2017-03-31,$0.64
IFC,2016-12-13,2016-12-30,$0.58
IFC,2016-09-13,2016-09-30,$0.58
IFC,2016-06-13,2016-06-30,$0.58
IFC,2016-03-11,2016-03-31,$0.58
IFC,2015-12-11,2015-12-31,$0.53
IFC,2015-09-11,2015-09-30,$0.53
IFC,2015-06-11,2015-06-30,$0.53
IFC,2015-03-12,2015-03-31,$0.53
IFC,2014-12-11,2014-12-31,$0.48
IFC,2014-09-11,2014-09-30,$0.48
IFC,2014-06-12,2014-06-30,$0.48
IFC,2014-03-13,2014-03-31,$0.48
IFC,2013-12-12,2013-12-31,$0.44
IFC,2013-09-12,2013-09-30,$0.44
IFC,2013-06-12,2013-06-28,$0.44
IFC,2013-03-12,2013-03-28,$0.44
IFC,2012-12-12,2012-12-31,$0.40
IFC,2012-09-12,2012-09-28,$0.40
IFC,2012-06-13,2012-06-29,$0.40
IFC,2012-03-13,2012-03-30,$0.40
IFC,2011-12-13,2011-12-30,$0.37
IFC,2011-09-13,2011-09-30,$0.37
IFC,2011-06-13,2011-06-30,$0.37
IFC,2011-03-11,2011-03-31,$0.37
IFC,2010-12-13,2010-12-31,$0.34
IFC,2010-09-13,2010-09-30,$0.34
IFC,2010-06-11,2010-06-30,$0.34
IFC,2010-03-11,2010-03-31,$0.34
IFC,2009-12-10,2009-12-31,$0.32
IFC,2009-09-10,2009-09-30,$0.32
IFC,2009-06-11,2009-06-30,$0.32
IFC,2009-03-12,2009-03-31,$0.32
IFC,2008-12-11,2008-12-31,$0.31
IFC,2008-09-11,2008-09-30,$0.31
IFC,2008-06-12,2008-06-30,$0.31
IFC,2008-03-12,2008-03-31,$0.31
IFC,2007-12-12,2007-12-31,$0.27
IFC,2007-09-12,2007-10-30,$0.27
IFC,2007-06-13,2007-07-30,$0.27
IFC,2007-03-13,2007-04-30,$0.27
IFC,2006-12-13,2007-01-30,$0.25
IFC,2006-09-13,2006-10-30,$0.25
IFC,2006-06-13,2006-07-31,$0.25
IFC,2006-03-13,2006-04-28,$0.25
IFC,2005-12-13,2005-12-30,$0.1625
IFC,2005-09-16,2005-09-30,$0.1625
IFC,2005-06-16,2005-06-30,$0.1625
IFC,2005-03-17,2005-03-31,$0.1625
AEM,2024-05-30,2024-06-14,$0.40**
AEM,2024-02-28,2024-03-14,$0.40**
AEM,2023-11-30,2023-12-15,$0.40
AEM,2023-08-31,2023-09-15,$0.40
AEM,2023-05-31,2023-06-15,$0.40
AEM,2023-02-28,2023-03-15,$0.40
AEM,2022-11-30,2022-12-15,$0.40
AEM,2022-08-31,2022-09-15,$0.40
AEM,2022-05-31,2022-06-15,$0.40
AEM,2022-03-04,2022-03-15,$0.40
AEM,2021-11-30,2021-12-15,$0.35
AEM,2021-08-31,2021-09-15,$0.35
AEM,2021-05-31,2021-06-15,$0.35
AEM,2021-02-26,2021-03-22,$0.35
AEM,2020-11-24,2020-12-15,$0.35
AEM,2020-08-28,2020-09-15,$0.20
AEM,2020-05-29,2020-06-15,$0.20
AEM,2020-02-27,2020-03-16,$0.20
AEM,2019-11-28,2019-12-16,$0.175
AEM,2019-08-29,2019-09-16,$0.125
AEM,2019-05-30,2019-06-14,$0.125
AEM,2019-02-28,2019-03-15,$0.125
AEM,2018-11-29,2018-12-14,$0.11
AEM,2018-08-30,2018-09-14,$0.11
AEM,2018-05-31,2018-06-15,$0.11
AEM,2018-02-28,2018-03-15,$0.11
AEM,2017-11-30,2017-12-15,$0.11
AEM,2017-08-30,2017-09-15,$0.10
AEM,2017-05-30,2017-06-15,$0.10
AEM,2017-02-27,2017-03-15,$0.10
AEM,2016-11-29,2016-12-15,$0.10
AEM,2016-08-30,2016-09-15,$0.10
AEM,2016-05-30,2016-06-15,$0.08
AEM,2016-02-26,2016-03-15,$0.08
AEM,2015-11-27,2015-12-15,$0.08
AEM,2015-08-28,2015-09-15,$0.08
AEM,2015-05-28,2015-06-15,$0.08
AEM,2015-02-26,2015-03-16,$0.08
AEM,2014-11-27,2014-12-15,$0.08
AEM,2014-08-28,2014-09-16,$0.08
AEM,2014-05-29,2014-06-16,$0.08
AEM,2014-02-27,2014-03-17,$0.08
AEM,2013-11-28,2013-12-16,$0.22
AEM,2013-08-29,2013-09-17,$0.22
AEM,2013-05-30,2013-06-17,$0.22
AEM,2013-02-27,2013-03-15,$0.22
AEM,2012-11-29,2012-12-17,$0.20
AEM,2012-08-30,2012-09-17,$0.20
AEM,2012-05-30,2012-06-18,$0.20
AEM,2012-02-28,2012-03-16,$0.20
AEM,2011-11-29,2011-12-16,$0.16
AEM,2011-08-30,2011-09-16,$0.16
AEM,2011-05-30,2011-06-17,$0.16
AEM,2011-02-25,2011-03-17,$0.16
AEM,2010-03-10,2010-03-17,$0.191
AEM,2009-03-11,2009-03-17,$0.222
AEM,2008-03-12,2008-03-17,$0.181
AEM,2007-01-11,2007-01-17,$0.135
AEM,2006-02-28,2006-03-17,$0.035
AEM,2005-03-03,2005-03-17,$0.036
AEM,2004-03-03,2004-03-17,$0.01
AEM,1998-01-02,1998-01-16,$0.02
AEM,1997-01-03,1997-01-17,$0.025
AEM,1996-01-05,1996-01-17,$0.10
RCI.B,2023-12-08,2024-01-03,$0.50**
RCI.B,2023-09-08,2023-10-03,$0.50**
RCI.B,2023-06-08,2023-07-05,$0.50
RCI.B,2023-03-09,2023-04-03,$0.50
RCI.B,2022-12-08,2023-01-03,$0.50
RCI.B,2022-09-08,2022-10-03,$0.50
RCI.B,2022-06-09,2022-07-04,$0.50
RCI.B,2022-03-09,2022-04-01,$0.50
RCI.B,2021-12-09,2022-01-04,$0.50
RCI.B,2021-09-08,2021-10-01,$0.50
RCI.B,2021-06-09,2021-07-02,$0.50
RCI.B,2021-03-09,2021-04-01,$0.50
RCI.B,2020-12-09,2021-01-04,$0.50
RCI.B,2020-09-08,2020-10-01,$0.50
RCI.B,2020-06-09,2020-07-02,$0.50
RCI.B,2020-03-09,2020-04-01,$0.50
RCI.B,2019-12-10,2020-01-02,$0.50
RCI.B,2019-09-06,2019-10-01,$0.50
RCI.B,2019-06-07,2019-07-02,$0.50
RCI.B,2019-03-11,2019-04-01,$0.50
RCI.B,2018-12-10,2019-01-03,$0.48
RCI.B,2018-09-13,2018-10-03,$0.48
RCI.B,2018-06-08,2018-07-03,$0.48
RCI.B,2018-03-09,2018-04-03,$0.48
RCI.B,2017-12-08,2018-01-02,$0.48
RCI.B,2017-09-14,2017-10-03,$0.48
RCI.B,2017-06-08,2017-07-04,$0.48
RCI.B,2017-03-09,2017-04-03,$0.48
RCI.B,2016-12-08,2017-01-03,$0.48
RCI.B,2016-09-07,2016-10-03,$0.48
RCI.B,2016-06-08,2016-07-04,$0.48
RCI.B,2016-03-09,2016-04-01,$0.48
RCI.B,2015-12-09,2016-01-04,$0.48
RCI.B,2015-09-09,2015-10-01,$0.48
RCI.B,2015-06-10,2015-07-02,$0.48
RCI.B,2015-03-11,2015-04-01,$0.48
RCI.B,2014-12-09,2015-01-02,$0.4575
RCI.B,2014-09-10,2014-10-01,$0.4575
RCI.B,2014-06-11,2014-07-02,$0.4575
RCI.B,2014-03-12,2014-04-04,$0.4575
RCI.B,2013-12-11,2014-01-02,$0.435
RCI.B,2013-09-11,2013-10-02,$0.435
RCI.B,2013-06-12,2013-07-03,$0.435
RCI.B,2013-03-13,2013-04-02,$0.435
RCI.B,2012-12-12,2013-01-02,$0.395
RCI.B,2012-09-12,2012-10-03,$0.395
RCI.B,2012-06-13,2012-07-03,$0.395
RCI.B,2012-03-15,2012-04-02,$0.395
RCI.B,2011-12-13,2012-01-04,$0.355
RCI.B,2011-09-13,2011-10-03,$0.355
RCI.B,2011-06-13,2011-07-04,$0.355
RCI.B,2011-03-16,2011-04-01,$0.355
RCI.B,2010-11-16,2011-01-04,$0.32
RCI.B,2010-09-07,2010-10-01,$0.32
RCI.B,2010-05-12,2010-07-02,$0.32
RCI.B,2010-03-03,2010-04-01,$0.32
RCI.B,2009-11-18,2010-01-02,$0.29
RCI.B,2009-09-04,2009-10-01,$0.29
RCI.B,2009-05-13,2009-07-02,$0.29
RCI.B,2009-03-04,2009-04-01,$0.29
RCI.B,2008-11-21,2009-01-02,$0.25
RCI.B,2008-08-29,2008-10-01,$0.25
RCI.B,2008-05-09,2008-07-02,$0.25
RCI.B,2008-03-04,2008-04-01,$0.25
RCI.B,2007-12-10,2007-12-03,$0.125
RCI.B,2007-09-11,2007-10-01,$0.125
RCI.B,2007-06-12,2007-07-02,$0.125
RCI.B,2007-03-13,2007-04-02,$0.04
RCI.B,2006-12-18,2007-01-01,$0.04
RCI.B,2006-06-12,2006-07-03,$0.0375
RCI.B,2005-12-22,2006-01-02,$0.0375
RCI.B,2005-06-13,2005-07-04,$0.025
RCI.B,2004-12-09,2004-12-02,$0.0125
RCI.B,2004-06-10,2004-07-03,$0.025
RCI.B,2003-12-10,2003-12-01,$0.0125
NA,2023-12-22,2024-02-01,$1.02**
NA,2023-09-23,2023-11-01,$1.02**
NA,2023-06-23,2023-08-01,$1.02
NA,2023-03-24,2023-05-01,$0.97
NA,2022-12-22,2023-02-01,$0.97
NA,2022-09-23,2022-11-01,$0.92
NA,2022-06-24,2022-08-01,$0.92
NA,2022-03-25,2022-05-01,$0.87
NA,2021-12-23,2022-02-01,$0.87
NA,2021-09-24,2021-11-01,$0.71
NA,2021-06-25,2021-08-01,$0.71
NA,2021-03-26,2021-05-01,$0.71
NA,2020-12-23,2021-02-01,$0.71
NA,2020-09-25,2020-11-01,$0.71
NA,2020-06-26,2020-08-01,$0.71
NA,2020-03-27,2020-05-01,$0.71
NA,2019-12-27,2020-02-01,$0.71
NA,2019-09-27,2019-11-01,$0.68
NA,2019-06-24,2019-08-01,$0.68
NA,2019-03-22,2019-05-01,$0.65
NA,2018-12-28,2019-02-01,$0.65
NA,2018-09-21,2018-11-01,$0.62
NA,2018-06-25,2018-08-01,$0.62
NA,2018-03-23,2018-05-01,$0.60
NA,2017-12-22,2018-02-01,$0.60
NA,2017-09-22,2017-11-01,$0.58
NA,2017-06-22,2017-08-01,$0.58
NA,2017-03-23,2017-05-01,$0.56
NA,2016-12-23,2017-02-01,$0.56
NA,2016-09-22,2016-11-01,$0.55
NA,2016-06-16,2016-08-01,$0.55
NA,2016-03-24,2016-05-01,$0.54
NA,2015-12-17,2016-02-01,$0.54
NA,2015-09-24,2015-11-01,$0.52
NA,2015-06-18,2015-08-01,$0.52
NA,2015-03-26,2015-05-01,$0.50
NA,2014-12-24,2015-02-01,$0.50
NA,2014-09-23,2014-11-01,$0.48
NA,2014-06-24,2014-08-01,$0.48
NA,2014-03-25,2014-05-01,$0.46
NA,2013-12-23,2014-02-01,$0.46
NA,2013-09-24,2013-11-01,$0.435
NA,2013-06-18,2013-08-01,$0.435
NA,2013-03-26,2013-05-01,$0.415
NA,2012-12-21,2013-02-01,$0.415
NA,2012-09-25,2012-11-01,$0.395
NA,2012-06-26,2012-08-01,$0.395
NA,2012-03-27,2012-05-01,$0.375
NA,2011-12-23,2012-02-01,$0.375
NA,2011-09-20,2011-11-01,$0.355
NA,2011-06-21,2011-08-01,$0.355
NA,2011-03-22,2011-05-01,$0.33
NA,2010-12-21,2011-02-01,$0.33
NA,2010-09-21,2010-11-01,$0.31
NA,2010-06-21,2010-08-01,$0.31
NA,2010-03-23,2010-05-01,$0.31
NA,2009-12-22,2010-02-01,$0.31
NA,2009-09-22,2009-11-01,$0.31
NA,2009-06-23,2009-08-01,$0.31
NA,2009-03-24,2009-05-01,$0.31
NA,2008-12-30,2009-02-01,$0.31
NA,2008-09-23,2008-11-01,$0.31
NA,2008-06-24,2008-08-01,$0.31
NA,2008-03-25,2008-05-01,$0.31
NA,2007-12-21,2008-01-01,$0.31
NA,2007-09-24,2007-11-03,$0.30
NA,2007-06-25,2007-08-02,$0.30
NA,2007-03-26,2007-05-01,$0.27
NA,2006-12-22,2007-02-03,$0.27
NA,2006-09-26,2006-11-02,$0.25
NA,2006-06-20,2006-07-03,$0.25
NA,2006-03-28,2006-05-01,$0.24
NA,2005-12-23,2006-02-02,$0.24
NA,2005-09-20,2005-10-03,$0.22
NA,2005-06-23,2005-08-01,$0.22
NA,2005-03-22,2005-05-02,$0.21
NA,2004-12-22,2005-02-01,$0.21
NA,2004-09-21,2004-11-01,$0.19
NA,2004-06-24,2004-08-02,$0.19
NA,2004-03-23,2004-05-03,$0.165
NA,2003-12-23,2004-02-02,$0.165
NA,2003-09-23,2003-11-03,$0.14
GWO,2023-12-01,2023-12-30,$0.52**
GWO,2023-08-31,2023-09-29,$0.52**
GWO,2023-05-30,2023-06-30,$0.52
GWO,2023-03-02,2023-03-31,$0.52
GWO,2022-12-01,2022-12-30,$0.49
GWO,2022-08-31,2022-09-29,$0.49
GWO,2022-06-01,2022-06-30,$0.49
GWO,2022-03-02,2022-03-31,$0.49
GWO,2021-12-02,2021-12-31,$0.49
GWO,2021-09-01,2021-09-30,$0.438
GWO,2021-06-01,2021-06-30,$0.438
GWO,2021-03-02,2021-03-31,$0.438
GWO,2020-12-02,2020-12-31,$0.438
GWO,2020-09-01,2020-09-30,$0.438
GWO,2020-06-01,2020-06-30,$0.438
GWO,2020-03-02,2020-03-31,$0.438
GWO,2019-12-02,2019-12-31,$0.413
GWO,2019-08-29,2019-09-30,$0.413
GWO,2019-05-30,2019-06-28,$0.413
GWO,2019-02-28,2019-03-29,$0.413
GWO,2018-11-30,2018-12-31,$0.389
GWO,2018-08-30,2018-09-28,$0.389
GWO,2018-05-31,2018-06-29,$0.389
GWO,2018-02-28,2018-03-29,$0.389
GWO,2017-11-30,2017-12-29,$0.367
GWO,2017-08-30,2017-09-29,$0.367
GWO,2017-05-31,2017-06-30,$0.367
GWO,2017-03-01,2017-03-31,$0.367
GWO,2016-11-30,2016-12-30,$0.346
GWO,2016-08-31,2016-09-30,$0.346
GWO,2016-05-31,2016-06-30,$0.346
GWO,2016-03-01,2016-03-31,$0.346
GWO,2015-12-01,2015-12-31,$0.326
GWO,2015-08-31,2015-09-30,$0.326
GWO,2015-05-29,2015-06-30,$0.326
GWO,2015-02-27,2015-03-31,$0.326
GWO,2014-12-01,2014-12-31,$0.3075
GWO,2014-08-28,2014-09-30,$0.3075
GWO,2014-05-29,2014-06-30,$0.3075
GWO,2014-02-27,2014-03-31,$0.3075
GWO,2013-11-29,2013-12-31,$0.3075
GWO,2013-08-28,2013-09-30,$0.3075
GWO,2013-05-29,2013-06-28,$0.3075
GWO,2013-02-26,2013-03-28,$0.3075
GWO,2012-11-29,2012-12-31,$0.3075
GWO,2012-08-29,2012-09-28,$0.3075
GWO,2012-05-30,2012-06-29,$0.3075
GWO,2012-02-29,2012-03-30,$0.3075
GWO,2011-11-30,2011-12-30,$0.3075
GWO,2011-08-31,2011-09-30,$0.3075
GWO,2011-05-31,2011-06-30,$0.3075
GWO,2011-03-01,2011-03-31,$0.3075
GWO,2010-12-01,2010-12-31,$0.3075
GWO,2010-08-31,2010-09-30,$0.3075
GWO,2010-05-31,2010-06-30,$0.3075
GWO,2010-03-01,2010-03-31,$0.3075
GWO,2009-12-01,2009-12-31,$0.3075
GWO,2009-08-31,2009-09-30,$0.3075
GWO,2009-05-29,2009-06-30,$0.3075
GWO,2009-02-27,2009-03-31,$0.3075
GWO,2008-12-01,2008-12-31,$0.3075
GWO,2008-08-28,2008-09-30,$0.3075
GWO,2008-05-29,2008-06-30,$0.2925
GWO,2008-02-28,2008-03-31,$0.2925
GWO,2007-11-29,2007-12-28,$0.275
GWO,2007-08-29,2007-09-28,$0.275
GWO,2007-05-30,2007-06-29,$0.255
GWO,2007-02-28,2007-03-30,$0.255
GWO,2006-11-29,2006-12-29,$0.24
GWO,2006-08-30,2006-09-29,$0.24
GWO,2006-05-31,2006-06-30,$0.224
GWO,2006-03-01,2006-03-31,$0.224
GWO,2005-11-30,2005-12-30,$0.21
GWO,2005-08-31,2005-09-30,$0.21
GWO,2005-05-31,2005-06-30,$0.195
GWO,2005-03-01,2005-03-31,$0.195
GWO,2004-12-01,2004-12-31,$0.183
GWO,2004-08-31,2004-09-30,$0.1815
GWO,2004-05-31,2004-06-30,$0.1615
GWO,2004-03-01,2004-03-31,$0.1615
GWO,2003-12-01,2003-12-31,$0.1465
GWO,2003-08-28,2003-09-26,$0.1465
TECK.B,2023-12-14,2023-12-30,$0.125**
TECK.B,2023-09-14,2023-09-29,$0.125**
TECK.B,2023-06-14,2023-06-30,$0.125
TECK.B,2023-03-14,2023-03-31,$0.50
TECK.B,2023-03-14,2023-03-31,$0.125
TECK.B,2022-12-14,2022-12-30,$0.125
TECK.B,2022-09-14,2022-09-29,$0.125
TECK.B,2022-06-14,2022-06-30,$0.125
TECK.B,2022-03-14,2022-03-31,$0.125
TECK.B,2022-03-14,2022-03-31,$0.50
TECK.B,2021-12-14,2021-12-31,$0.05
TECK.B,2021-09-14,2021-09-29,$0.05
TECK.B,2021-06-14,2021-06-30,$0.05
TECK.B,2021-03-12,2021-03-31,$0.05
TECK.B,2021-01-28,,$0.014
TECK.B,2020-12-14,2020-12-31,$0.05
TECK.B,2020-09-14,2020-09-30,$0.05
TECK.B,2020-06-12,2020-06-30,$0.05
TECK.B,2020-03-12,2020-03-31,$0.05
TECK.B,2019-12-12,2019-12-31,$0.05
TECK.B,2019-09-12,2019-09-30,$0.05
TECK.B,2019-06-13,2019-06-28,$0.05
TECK.B,2019-03-14,2019-03-29,$0.05
TECK.B,2018-12-13,2018-12-31,$0.10
TECK.B,2018-12-13,2018-12-31,$0.05
TECK.B,2018-09-13,2018-09-28,$0.05
TECK.B,2018-06-14,2018-06-29,$0.05
TECK.B,2018-03-14,2018-03-29,$0.05
TECK.B,2017-12-14,2017-12-29,$0.40
TECK.B,2017-12-14,2017-12-29,$0.05
TECK.B,2017-09-14,2017-09-29,$0.05
TECK.B,2017-06-13,2017-06-30,$0.10
TECK.B,2016-12-13,2016-12-30,$0.05
TECK.B,2016-06-13,2016-06-30,$0.05
TECK.B,2015-12-10,2015-12-30,$0.05
TECK.B,2015-06-11,2015-07-02,$0.15
TECK.B,2014-12-11,2015-01-02,$0.45
TECK.B,2014-06-12,2014-07-02,$0.45
TECK.B,2013-12-12,2014-01-02,$0.45
TECK.B,2013-06-12,2013-07-02,$0.45
TECK.B,2012-12-12,2013-01-02,$0.45
TECK.B,2012-06-13,2012-07-03,$0.40
TECK.B,2011-12-13,2012-01-03,$0.40
TECK.B,2011-06-13,2011-07-05,$0.30
TECK.B,2010-12-13,2011-01-04,$0.30
TECK.B,2010-06-14,2010-07-02,$0.20
TECK.B,2008-06-12,2008-07-02,$0.50
TECK.B,2007-12-19,2008-01-02,$0.50
TECK.B,2007-06-20,2007-07-06,$0.50
TECK.B,2006-12-14,2007-01-02,$0.50
TECK.B,2006-06-15,2006-07-03,$0.50
TECK.B,2005-12-13,2006-01-06,$0.20
TECK.B,2005-06-13,2005-07-04,$0.20
TECK.B,2004-12-13,2005-01-03,$0.05
TECK.B,2004-06-11,2004-07-03,$0.025
TECK.B,2003-12-11,2003-12-02,$0.025
FTS,2023-11-16,2023-12-01,$0.565**
FTS,2023-08-18,2023-09-01,$0.565**
FTS,2023-05-16,2023-06-01,$0.565
FTS,2023-02-14,2023-03-01,$0.565
FTS,2022-11-16,2022-12-01,$0.565
FTS,2022-08-18,2022-09-01,$0.535
FTS,2022-05-16,2022-06-01,$0.535
FTS,2022-02-14,2022-03-01,$0.535
FTS,2021-11-16,2021-12-01,$0.535
FTS,2021-08-18,2021-09-01,$0.505
FTS,2021-05-14,2021-06-01,$0.505
FTS,2021-02-12,2021-03-01,$0.505
FTS,2020-11-17,2020-12-01,$0.505
FTS,2020-08-18,2020-09-01,$0.4775
FTS,2020-05-14,2020-06-01,$0.4775
FTS,2020-02-14,2020-03-01,$0.4775
FTS,2019-11-18,2019-12-01,$0.4775
FTS,2019-08-19,2019-09-01,$0.45
FTS,2019-05-16,2019-06-01,$0.45
FTS,2019-02-14,2019-03-01,$0.45
FTS,2018-11-19,2018-12-01,$0.45
FTS,2018-08-20,2018-09-01,$0.425
FTS,2018-05-17,2018-06-01,$0.425
FTS,2018-02-14,2018-03-01,$0.425
FTS,2017-11-17,2017-12-01,$0.425
FTS,2017-08-17,2017-09-01,$0.40
